dias;tesouroUS;eurodolar;prata ;euroyen;ouro;libra;eurolibra;aluminio;gas;microouro;cobre;dolaraustralia
472;-0.002645;0;-0.042384;-0.001856;-0.021089;-0.003036;-0.001581;-0.0035;-0.022894;-0.021198;-0.028387;-0.004231
473;-0.004925;0;-0.020086;0;-0.002964;-0.003843;0.001759;0.000514;-0.043112;-0.002964;-0.007713;-0.003152
474;0.007805;0.00005;-0.005921;-0.005501;0.007088;-0.006697;0.006321;-0.007878;-0.023506;0.007088;-0.030267;-0.004744
475;-0.000378;0;0.018499;-0.001247;0.00806;0.001319;-0.001221;-0.004488;-0.036108;0.008117;0.002672;-0.000276
476;-0.009826;-0.0001;0.013113;0.00312;0.000394;-0.003586;0.000757;0.032079;0;0.000338;0.03016;0.000553
477;-0.009733;-0.00005;-0.009926;0.008009;-0.016322;0.008667;-0.004073;0.003864;0.035588;-0.016322;-0.005056;0.00953
478;-0.007323;-0.00005;-0.011218;0.002314;0.001144;-0.005316;0.002688;-0.009874;0.032958;0.001144;0.013354;-0.007182
479;-0.001747;-0.0001;0.012015;0.000616;0.000171;0.003587;-0.005011;-0.011748;0.110117;0.000171;0.001399;0.004065
480;-0.008557;0;-0.010019;0.003307;-0.008114;-0.012838;0.011069;0.017446;0.023659;-0.008057;-0.011296;-0.006107
481;-0.001373;0;-0.04329;-0.003143;-0.008238;-0.007242;0.000695;-0.003026;-0.062318;-0.008295;-0.010601;-0.00794
482;0.000786;0.0001;0.026189;-0.006691;0.019634;0.002977;-0.004457;-0.020993;0.071207;0.019634;-0.02619;0.006681
483;0.007066;0.00005;0.022206;-0.002013;0.000968;0.005863;-0.004768;-0.000258;-0.04227;0.000968;0.025306;0.004701
484;-0.001364;0.00005;0.004798;0.001009;0.005236;0.004501;-0.002162;0.018951;0.026161;0.005236;0.012639;0.003372
485;-0.00605;-0.0001;-0.001592;0.002868;-0.003737;0.001102;-0.003454;0.003128;0.094693;-0.003737;-0.010479;0.000137
486;0.001963;-0.00005;-0.003366;-0.004559;0.000511;-0.003595;-0.00047;-0.008259;-0.100919;0.000511;-0.010709;-0.003017
487;-0.006467;0;0.005598;0.001786;-0.001477;0.002872;-0.002821;0.016655;0.000352;-0.001477;0.022612;0.005502
488;-0.004339;-0.000251;0.002077;0.007362;-0.00091;0.000073;0.002181;0.00677;-0.019729;-0.00091;0.007528;0.000547
489;-0.001783;-0.00015;-0.00172;0.008616;-0.000968;-0.000881;-0.000647;0.033292;-0.039533;-0.000968;0.021364;0.005401
490;0.006946;-0.0001;-0.006581;0.000305;0.002109;-0.001029;-0.001589;-0.000884;0.029935;0.002109;-0.010401;0.000204
491;0.006898;-0.0002;0.029256;0.002516;0.020133;0.003531;0.001651;-0.022517;0.015441;0.020133;0.044237;0.002787
492;0.00274;0;0.013262;0.003423;0.001673;0.003079;-0.002295;0.030193;0.017352;0.001673;0.024555;0.005695
493;-0.00449;-0.000401;-0.005457;0.005836;-0.016419;0.00475;-0.004247;0.012937;-0.048708;-0.016419;0.022131;0.000337
494;0.001176;-0.0001;-0.003644;0.000452;-0.001358;-0.001745;0.001469;0.009934;-0.077819;-0.001358;-0.000739;-0.002089
495;-0.00803;0.000201;0.026632;0.002862;0.002776;0.005318;-0.001644;-0.020062;0.019844;0.002776;-0.003488;0.010197
496;-0.000987;0.00005;0.023552;0.000451;0.008137;0.002464;-0.001066;-0.0094;0.016116;0.008137;0.00891;0.005749
497;-0.002372;-0.000502;-0.011218;-0.005255;-0.001625;-0.003542;0.000712;-0.05573;-0.010638;-0.001625;-0.035639;-0.007643
498;0.003368;-0.000452;0.011553;-0.003245;0.008028;-0.001886;0.003023;-0.009453;0.032258;0.008028;-0.013191;0.000134
499;0.001579;0.000251;0.005854;0.000454;0.005848;0.000945;-0.003014;0.000086;0.117045;0.005848;0.005634;0.004085
500;0.00276;0;-0.019779;0.002649;-0.007364;-0.00029;-0.001067;-0.014271;-0.002713;-0.007364;-0.014281;0.001334
501;0.012581;-0.000301;0.004276;-0.002491;0.002901;-0.001525;0.002551;-0.052329;0.054403;0.002901;-0.022178;0.002531
502;-0.002912;-0.000251;-0.002976;0.003708;0.002058;0.003201;0.003255;0.028713;-0.06772;0.002614;0.011511;0.001794
503;0.002142;-0.0001;-0.007132;-0.006635;-0.010324;-0.007324;-0.003539;-0.012882;-0.06157;-0.010374;-0.013972;-0.001791
